SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2338,5,2,Rural,1987,167006.334587252
1924,4,2,Urban,1957,205900.494861387
2874,3,1,Rural,2009,202049.995066829
1901,3,3,Rural,1971,221745.96230624
1888,2,2,Suburb,1987,208698.867581022
1992,3,1,Suburb,2019,99779.2598220563
2968,3,3,Urban,2009,308064.992476582
2191,4,1,Suburb,1957,226531.113638733
1338,3,2,Suburb,1998,132339.665831049
1192,4,2,Suburb,2003,98630.4229016077
2476,4,1,Suburb,1970,295578.054162447
1282,4,2,Suburb,2004,94325.0024393723
2359,3,2,Suburb,1962,286580.515758971
1389,2,1,Suburb,1955,204469.398468571
1999,2,3,Urban,1971,192677.978575814
1524,3,1,Suburb,1981,132091.57329099
2263,4,1,Suburb,1966,252329.910672126
2855,3,2,Rural,1963,359727.420983
2981,5,3,Urban,1989,247606.778347242
2506,2,2,Urban,1989,249995.580970871
1658,4,1,Rural,1993,181615.611555544
1715,3,3,Urban,2005,222181.077191464
2615,4,3,Urban,1966,290137.786236741
1890,5,2,Urban,1966,238638.116565935
2578,4,3,Suburb,1965,294358.440873629
2481,5,1,Suburb,1977,270572.755121283
2112,2,3,Suburb,1995,256971.099347837
2683,4,1,Rural,2010,290648.866935024
2118,3,1,Rural,1964,239396.557337595
1451,4,1,Suburb,1971,167210.58060753
1427,4,2,Suburb,2007,147020.888175879
2174,5,2,Urban,1970,295013.438692315
2537,5,2,Rural,1985,348507.902444285
2399,3,3,Rural,1969,252925.441209725
2045,2,3,Urban,2019,168944.078156332
1882,2,3,Rural,1950,253379.337249284
1312,5,2,Suburb,1966,117113.133498601
1839,3,1,Suburb,1971,270739.977406875
1518,4,1,Rural,1955,234722.138895541
2229,3,2,Rural,1989,246512.28459671
2975,3,1,Suburb,2012,272721.226316727
1374,3,1,Rural,2013,161201.184020454
1450,2,2,Rural,1978,152539.903394528
2649,4,1,Urban,1997,270361.16066529
2807,3,2,Rural,1996,378397.766731713
2014,2,3,Suburb,1993,243266.0813846
1594,2,1,Rural,2009,208580.350275307
2202,5,2,Rural,2008,187296.269518983
2233,4,3,Suburb,1964,322616.656655009
1499,3,1,Suburb,2012,122134.0920104
1463,4,3,Rural,2014,165601.512163666
2863,5,1,Rural,1979,316241.966125438
2147,5,3,Rural,1970,283712.702244037
1112,3,3,Rural,1969,194042.852911789
2035,2,1,Rural,1968,237173.64008977
2149,5,2,Rural,1960,278776.051807407
2588,2,3,Urban,1975,166018.489367791
1330,5,2,Suburb,1989,217323.741698508
2924,4,3,Rural,2009,333722.424088816
2306,3,3,Suburb,1975,247905.902139168
1139,5,1,Urban,1994,158604.113596507
2424,4,3,Suburb,1964,279715.112011334
1901,5,3,Suburb,1962,251515.299754864
2120,3,2,Suburb,1991,181985.6362989
1516,4,2,Urban,1976,170838.523269611
1568,2,2,Rural,2015,122681.23177419
2947,5,1,Urban,1956,358044.843894237
1845,5,2,Urban,1950,244533.587697733
2092,4,1,Urban,2002,211540.399584209
1117,3,1,Suburb,1990,48966.6162142738
1887,5,2,Urban,1988,123415.320419173
2082,4,3,Urban,2018,263213.477884469
2056,3,3,Suburb,2013,261580.478036976
2341,5,2,Suburb,1977,244063.800878307
1049,4,3,Suburb,1960,98282.584921173
2903,3,1,Urban,1984,216044.450254884
2512,5,2,Suburb,1976,156961.878214113
1018,5,1,Rural,1950,196520.960757518
1725,3,2,Rural,2004,175426.268729684
1196,3,3,Suburb,1998,166962.732635544
2914,4,3,Urban,1989,348240.719137184
2473,5,1,Urban,1958,232315.524916037
1558,5,3,Rural,2019,171407.811164836
2702,4,3,Urban,1960,371173.018256322
1451,5,1,Rural,1988,145266.269998886
1288,5,1,Suburb,1955,159291.133508015
2164,5,1,Rural,2016,264051.606427853
2107,2,2,Urban,1977,281185.606410808
2717,3,1,Rural,2019,330231.075943963
1390,2,2,Urban,2013,99622.3291668848
2614,2,2,Rural,1957,311217.207939542
1214,3,2,Suburb,1996,102438.375179904
2549,2,1,Rural,1964,236545.036962528
1214,4,2,Suburb,2006,95156.5549720198
2426,2,3,Suburb,2001,268558.14267318
1127,4,1,Suburb,1977,123949.850684201
2845,3,1,Urban,2005,404914.602144996
2500,5,2,Suburb,1982,355163.28579095
1759,3,1,Urban,1974,165467.434280752
1403,3,2,Suburb,2017,103702.009077257
2052,2,1,Rural,1980,201257.632453969
2815,3,2,Rural,1962,323677.801205203
1337,3,1,Suburb,1975,145507.393340052
1830,4,1,Rural,1984,237258.798994798
1713,5,2,Rural,1956,111175.937414347
1360,2,3,Urban,1951,223934.471632954
1568,5,1,Urban,2004,288763.532963882
2415,5,3,Rural,1958,186944.253331269
1217,5,3,Suburb,2004,186778.109260085
2597,2,1,Suburb,1966,279777.359064502
2692,3,1,Urban,2000,313948.567272954
1201,5,2,Rural,2004,41107.0889603307
1016,2,2,Urban,1978,19537.5956724244
1321,3,3,Suburb,1988,155085.316837797
1517,5,2,Urban,1965,151862.93246762
2593,4,2,Rural,1985,255404.805058131
2348,2,2,Suburb,1957,268235.668056897
2435,5,2,Rural,2010,335501.312566263
2341,2,1,Suburb,2020,190379.382714578
1680,4,2,Rural,1962,195999.436994471
2988,2,3,Rural,1970,278007.570951535
2105,3,1,Urban,1954,238481.708210284
2497,5,1,Suburb,1954,264189.38205572
2491,2,3,Rural,1990,297829.148890123
1424,2,1,Suburb,1977,81487.8968253073
2968,5,1,Urban,2008,359785.478766103
2754,4,3,Rural,1992,262997.90408843
2712,4,2,Suburb,1953,246757.45404731
2227,5,1,Urban,2005,229610.750964362
2606,5,2,Rural,1986,356704.077466271
2018,3,3,Suburb,1989,233978.019301295
1386,2,1,Urban,1958,161377.208730509
1777,2,2,Urban,1989,243153.466866314
1097,4,3,Rural,1981,205429.835875852
2368,3,1,Rural,1982,190140.189638073
2826,2,1,Rural,1999,287405.309830674
1207,3,2,Suburb,2009,179100.165913818
2537,5,1,Urban,1987,302258.598783031
2659,2,2,Urban,1991,299085.588770437
2815,5,2,Rural,1966,319236.320597631
1585,4,1,Urban,2003,275992.879259497
1165,4,3,Rural,1960,205429.835875852
1021,5,1,Rural,1967,134488.378050995
1153,4,3,Urban,1968,163228.102018303
2962,5,2,Urban,2001,342085.290437885
2462,5,2,Suburb,1988,99020.3333012067
2318,5,1,Rural,2009,211335.732533183
1218,4,1,Urban,2016,139304.89049455
1668,4,1,Rural,2010,238051.257688362
2518,4,2,Urban,1989,295413.110469356
1229,5,1,Rural,1975,180408.20382067
1019,3,3,Rural,2011,80398.1148592724
1552,4,3,Rural,1989,162643.203946438
1949,3,2,Rural,2016,126068.054552037
1147,4,2,Rural,2020,173677.038216434
2131,2,1,Suburb,1952,198557.115919869
1402,2,1,Urban,1967,107501.348621467
1595,2,3,Urban,1993,196042.050909451
2506,3,3,Suburb,1952,332811.295377003
1366,4,2,Suburb,1969,196201.420770807
2857,5,1,Suburb,1979,318366.600091437
2437,3,1,Suburb,2018,208864.343074181
2332,4,1,Rural,2002,255097.763273033
1801,2,1,Suburb,2018,209130.429675818
1917,3,3,Suburb,1956,190630.9102865
2858,4,1,Suburb,1982,344132.102504821
2157,5,3,Suburb,2009,200366.460784788
2742,3,2,Rural,1997,232748.551003216
2306,5,1,Suburb,2020,217473.885251438
2801,3,3,Urban,1962,273291.537755787
1072,2,3,Urban,2017,148199.592220626
1480,2,3,Rural,1992,233720.364651674
2375,2,1,Rural,1976,296696.461130476
1559,5,3,Urban,1977,157700.582053292
2349,2,3,Rural,1999,214654.658911659
1744,5,2,Urban,1973,171945.394233171
2466,5,1,Rural,1958,248655.238171139
1099,5,3,Rural,2021,188832.923098768
2082,2,3,Suburb,2012,290438.899470709
1507,4,1,Urban,2018,238221.872304561
1257,5,1,Rural,1993,184030.418723486
1412,4,3,Urban,2000,192236.956444298
2475,5,1,Rural,1999,326369.804365853
2088,2,1,Urban,2013,223631.54929345
1594,2,1,Suburb,1953,168400.267943739
2177,2,1,Suburb,1958,239571.880140084
1265,3,1,Suburb,1958,112106.521360221
1820,2,3,Urban,2000,235419.517949598
2102,4,3,Urban,2000,195283.346285026
2338,5,2,Rural,2020,252925.97845992
1661,4,2,Suburb,1987,274555.582300888
1946,3,1,Urban,2010,279014.269360008
1559,4,1,Urban,1951,197780.781543385
1916,5,3,Suburb,2007,157396.881808853
1890,5,2,Urban,1988,204660.831059553
2271,2,1,Rural,1961,285485.576554805
2813,3,1,Suburb,1992,327409.385941066
1867,3,2,Suburb,1985,198865.441911029
1609,4,2,Suburb,2016,249492.259589199
1413,2,1,Suburb,1952,152823.444198093
1024,2,2,Urban,1965,120161.163175633
1283,2,2,Suburb,1991,189833.666756863
2472,5,2,Rural,1950,286712.940743244
1880,3,3,Suburb,1979,222767.628722792
1300,4,1,Urban,1979,108918.621523494
2091,4,2,Rural,1977,205317.293554555
2030,4,2,Rural,1990,228107.246278679
1816,2,1,Rural,1969,323645.023733247
2160,3,3,Rural,2017,197441.917227141
2187,3,1,Suburb,1981,191414.542350538
1082,5,2,Suburb,1984,142204.690403895
2920,5,2,Rural,1969,417703.783758445
2673,5,1,Urban,1985,362574.583778612
2443,4,3,Urban,1987,243938.283657661
2096,4,1,Rural,1977,204431.684808699
2260,3,1,Urban,1963,260609.69689399
1045,5,1,Rural,2016,109488.026246759
1617,4,3,Rural,1977,279279.507054453
1927,5,1,Suburb,2020,245965.017827153
2823,5,1,Suburb,1974,254548.214895321
1261,3,1,Rural,1956,128462.011954095
1175,3,2,Suburb,1973,161064.714728643
2189,4,3,Urban,2004,277765.854987545
1656,3,2,Suburb,2013,192249.204698301
1841,5,2,Rural,1959,200962.808540285
1369,3,1,Rural,1961,197782.054847386
2818,5,2,Rural,2020,385294.360885101
1053,5,1,Urban,1978,174866.925799714
1689,4,1,Suburb,2007,193520.799889547
2442,4,1,Suburb,1978,212847.114188247
2779,4,2,Suburb,1999,297359.580082246
2530,5,3,Rural,1997,213561.088883882
2364,3,1,Urban,1986,273159.545913339
2150,4,3,Rural,1968,273845.338235584
2432,4,3,Suburb,1974,313891.848907627
2947,3,2,Urban,1979,375294.443773221
1366,3,1,Suburb,2005,162569.152128231
2294,4,2,Rural,1999,310564.12270109
1643,5,3,Rural,1980,174974.15508128
2628,5,3,Urban,1972,297915.32147737
1378,4,3,Urban,1984,247588.469087967
1072,3,1,Urban,1959,144493.780937557
2946,5,1,Suburb,2006,362478.876844353
2945,3,2,Suburb,2007,381782.845741383
1914,2,3,Urban,1957,197278.36515498
2271,3,1,Rural,1997,266465.854803875
1859,3,3,Rural,2001,292622.400229475
2808,2,1,Urban,1955,403129.751566998
1042,5,2,Rural,2015,124613.142945746
1376,5,3,Rural,2005,123162.16796158
2064,5,1,Rural,1964,286026.369506763
1169,4,2,Urban,1986,89114.7158074452
2969,2,2,Suburb,1974,351577.198209964
1211,3,1,Suburb,2003,120201.246717048
2516,2,2,Suburb,2007,266620.469252112
2703,2,1,Urban,1957,290958.354529654
1038,2,3,Rural,1956,167095.971490768
1368,2,2,Suburb,1965,254975.510827477
1756,2,3,Rural,1952,309441.271291479
1150,2,1,Rural,1951,110947.008271495
2134,4,3,Urban,1979,241820.842261276
2503,2,2,Urban,1978,250739.092414686
2459,2,2,Urban,2006,247044.811171861
2070,5,2,Urban,2013,239302.10836423
2023,2,2,Suburb,2009,225091.458209436
2598,2,1,Rural,1993,215874.155491708
1736,5,3,Suburb,1958,221970.258997328
2389,5,1,Rural,1984,276347.280953447
1068,5,2,Suburb,1973,129879.901927624
1298,3,3,Rural,2009,113438.200972493
1943,2,2,Urban,2015,262290.986861836
1801,2,3,Urban,1951,244220.689136765
1295,2,3,Rural,1968,137252.746156964
1202,5,2,Suburb,1960,119371.05117179
1060,4,1,Rural,1965,138622.827009306
1945,2,2,Urban,1981,166051.085813783
1962,5,3,Urban,2007,222883.411721556
2853,5,1,Urban,2002,315960.416001536
2337,5,1,Suburb,2000,188588.828725552
2184,3,1,Rural,2007,198915.691897929
1330,5,1,Suburb,2020,92105.359402313
2551,4,3,Urban,1967,255727.745631226
1337,3,3,Urban,1957,143337.148846229
2629,5,2,Suburb,1993,287383.362066146
2327,4,3,Rural,1981,308899.25516294
2526,4,2,Suburb,1953,324660.666102612
2673,2,3,Urban,1999,324690.111371571
2361,5,2,Rural,1955,172221.63417185
2573,5,1,Rural,1980,297363.62804745
1638,2,1,Rural,1993,147884.565650609
1274,4,3,Urban,2007,112190.166600834
2187,5,1,Urban,1983,281528.828782809
2466,2,2,Urban,2014,278710.611860099
1318,2,2,Urban,1968,162007.017533189
1588,4,1,Suburb,1951,137251.397063559
1503,4,1,Rural,2004,234186.186659839
2709,5,1,Suburb,2018,375384.630441967
1386,5,3,Urban,1985,114988.475036718
2993,3,2,Urban,2010,294865.350263784
1869,4,3,Rural,1961,187939.481665686
1832,3,3,Rural,2009,195377.924793806
2014,3,2,Urban,1979,236483.123103
2911,2,2,Urban,1998,261941.33786535
1602,2,2,Rural,1996,249286.490232439
2773,5,3,Urban,2007,374542.295334071
2799,4,2,Suburb,1956,268959.662067831
1690,4,1,Suburb,1971,146926.005303716
1493,3,2,Rural,1975,237925.662826321
1489,3,3,Suburb,1984,155035.734821806
1720,5,1,Urban,1967,154595.270231125
2096,2,1,Rural,2013,239263.146648414
1508,4,3,Urban,1975,224570.078528813
1389,4,3,Urban,2000,129508.251491054
2642,4,2,Rural,1995,286079.794425927
2880,4,1,Urban,1958,277426.775633936
1294,2,2,Suburb,1999,221860.446624975
2392,5,1,Urban,1965,220140.961727548
2979,5,3,Suburb,2001,270830.695942428
1795,2,1,Urban,2013,196772.922783326
1864,5,1,Rural,2010,190925.369617175
2717,5,1,Urban,1950,335195.751374149
1548,3,2,Rural,2001,203150.20512284
1648,2,1,Rural,1990,55311.4233687326
2873,5,2,Urban,1992,389565.427046037
1567,3,1,Suburb,2017,227769.878634697
2210,2,2,Urban,1959,291986.305966598
1852,2,2,Suburb,1978,235364.662216097
1769,4,1,Urban,1951,218150.306520809
1444,3,3,Suburb,2021,94048.6647413413
2593,3,3,Rural,2008,308411.26021916
1362,3,1,Suburb,1982,182270.128280488
1122,2,1,Rural,1998,192143.676846085
2211,4,3,Rural,1953,279796.950212547
1741,2,2,Urban,2001,288267.641918762
1679,5,3,Rural,2004,149181.83450821
1419,5,3,Rural,2018,308380.934500789
2649,5,3,Urban,1997,247283.033482997
2275,4,2,Suburb,1994,219540.106913045
2642,2,3,Urban,1977,327054.472246792
2572,3,1,Suburb,2010,264609.848275044
2358,5,1,Suburb,1995,384390.889086928
1091,5,2,Urban,1995,145484.978753967
2553,2,1,Rural,2017,279947.635245678
2889,3,2,Suburb,1989,336763.798099975
1062,4,3,Rural,1967,139281.083137903
2685,5,3,Suburb,1965,333173.751690542
1511,5,1,Urban,2002,114105.46186014
2162,5,1,Suburb,1967,325425.881810755
2721,3,3,Rural,1985,257753.402086194
2208,5,3,Rural,2006,187653.052785525
2228,3,1,Rural,1983,207893.416071811
1771,5,2,Urban,2012,297283.458323728
2237,5,2,Urban,1997,226449.904195091
1255,3,2,Rural,2002,99999.6190030023
1134,3,1,Urban,1974,65872.6336949209
2596,4,2,Urban,2012,239428.606893798
1874,2,2,Urban,1958,190393.862100529
1821,5,3,Urban,1972,189055.944819468
1087,5,3,Urban,2019,182313.78307692
2859,2,3,Urban,1986,293597.75248442
1987,2,3,Urban,1971,174476.839448161
2230,2,3,Urban,2021,306654.664788573
2152,5,1,Urban,1957,224629.615610122
1822,5,2,Suburb,1958,244490.994380091
2026,5,2,Rural,1975,267265.436409285
1973,3,1,Urban,1996,200293.796900626
1933,4,2,Suburb,1998,211630.069667347
2777,4,2,Suburb,1979,303224.160850681
1120,2,2,Suburb,1993,172196.56468261
2408,2,3,Suburb,1984,214998.721318544
2637,5,3,Suburb,2011,279132.816803943
2061,4,1,Rural,1987,301820.202954202
2364,4,3,Suburb,1957,279231.409767568
2007,3,2,Rural,2005,283610.311566411
1924,5,1,Suburb,2019,160862.180363726
1644,5,2,Rural,1987,279303.905191926
1713,4,2,Rural,1967,232857.808969025
1859,4,1,Suburb,1950,250709.252414324
1020,3,2,Urban,1957,80522.9731652477
1241,3,1,Rural,1961,197191.905004611
1454,5,1,Urban,2014,106334.871358525
1962,3,2,Urban,2009,233744.533962009
1620,4,2,Suburb,1966,184916.304629167
1302,5,2,Urban,2019,205542.930701134
2619,4,2,Rural,1971,302107.399713324
2618,5,1,Suburb,1996,347996.357390614
1802,5,3,Urban,2021,262092.786331031
1963,4,2,Urban,1970,301445.229858016
1068,5,1,Suburb,1954,143864.002218919
2152,5,3,Suburb,1980,212666.419628574
1195,3,1,Suburb,1979,162529.606816318
1139,4,3,Urban,1994,95252.6586868517
2467,4,3,Suburb,1990,309923.243056225
1282,3,3,Suburb,1978,223959.419553656
1311,5,2,Suburb,1990,104735.936125485
1745,2,3,Rural,2003,265867.757812341
2558,2,3,Rural,1959,243007.402585194
2688,4,1,Suburb,1996,210964.151891395
1276,3,2,Rural,1968,107913.576892688
1060,5,1,Urban,2013,232754.343451913
2342,3,2,Suburb,1997,219998.897392628
2913,5,2,Urban,2012,210091.643237608
1051,4,2,Suburb,1965,71692.066411521
2879,4,3,Urban,1993,366588.398016105
1152,2,2,Rural,1997,175065.922910849
2772,3,2,Suburb,1996,274491.366328174
2334,4,2,Suburb,1988,289299.402251953
2837,3,2,Rural,2019,331722.021035604
1543,4,1,Urban,1980,158016.219182752
1566,5,3,Suburb,1981,251244.799132905
2887,5,2,Rural,2000,297068.21738626
2412,2,3,Rural,1994,260456.465723371
2571,4,3,Rural,1952,226943.577286034
1621,2,2,Rural,1960,191946.7059102
2200,2,2,Urban,1953,284168.715422165
2385,4,3,Suburb,2002,250383.168465928
1313,4,3,Suburb,1953,145364.553973988
1806,5,1,Rural,2016,95723.1042157717
1847,2,3,Rural,1972,252436.036790146
1096,5,2,Rural,2005,112749.445874642
1880,3,3,Suburb,1966,173460.462743304
2236,3,2,Suburb,1961,213702.885170794
1828,2,1,Suburb,1988,115402.687212509
1136,2,2,Rural,1991,116585.233454216
2029,4,2,Urban,1998,171796.326043206
2010,4,3,Suburb,1954,210301.703465039
1108,2,3,Urban,1964,151950.695170857
1546,2,2,Suburb,2012,145860.26842806
2062,3,1,Rural,1975,196968.606958693
1661,5,2,Rural,1973,294372.820474213
1424,3,2,Suburb,1992,99765.794247346
1629,3,2,Rural,1985,167638.369019785
1260,5,2,Rural,1975,183244.104938164
2449,2,1,Suburb,2013,302372.40182805
1086,2,2,Urban,1960,64049.3906317817
1464,3,2,Urban,1969,190349.3758299
1075,3,2,Rural,2001,108699.80230231
1470,5,3,Rural,1982,253431.782170975
2999,4,3,Urban,1955,349488.128780916
2986,4,1,Suburb,1951,333642.375187653
1413,2,1,Suburb,1968,237628.728522126
1824,4,2,Urban,1979,210324.687792903
1894,2,1,Rural,1974,162197.877638501
1725,2,2,Suburb,1963,122166.862938517
1456,2,1,Urban,1965,126344.572779705
2308,5,3,Urban,1957,325295.009120297
2262,3,2,Rural,1964,204691.976671513
2700,4,2,Urban,2014,301624.89547952
2622,5,3,Urban,1966,271536.84872435
1652,4,1,Rural,1987,202089.00385356
1671,5,2,Suburb,1963,182563.481134557
2581,4,3,Urban,1997,250281.96197246
2395,4,1,Rural,1991,222034.739875543
1494,3,1,Rural,1964,208785.514846767
2647,4,1,Suburb,1970,280650.758745779
2942,5,2,Urban,1967,366522.262742814
2068,4,3,Urban,2020,200093.338183385
2424,3,2,Urban,2006,295564.041132513
2270,4,1,Urban,1950,209177.016172711
2639,5,2,Urban,2020,208749.943693192
1596,4,1,Suburb,2013,171445.845450811
1449,3,1,Urban,1969,210348.380764705
1484,3,3,Rural,2009,206629.159984125
1645,3,2,Urban,1981,150482.436894413
1619,3,3,Suburb,1954,204511.013117398
2041,2,2,Suburb,1993,230225.869581087
2629,3,2,Urban,1971,265292.47964839
1661,4,2,Urban,1981,189659.210794264
1757,4,1,Rural,1991,250475.326307984
1288,4,3,Rural,2020,140063.256031976
2437,4,3,Urban,2020,235727.160440789
1720,2,3,Suburb,2000,203739.457304238
1637,2,1,Rural,1970,118339.144868264
1234,2,2,Urban,1993,131819.74471704
1415,4,2,Suburb,1993,188995.816942632
1937,5,1,Suburb,2003,229122.159293837
1498,5,2,Rural,2008,166968.248549073
1973,4,2,Suburb,1993,232805.225144175
1633,3,3,Urban,2008,225601.168486953
2673,3,1,Urban,1964,345088.09077911
2019,4,2,Urban,1998,133337.58052538
1114,3,1,Urban,1975,72849.8183865479
1931,3,1,Suburb,2021,175103.789181643
1673,5,2,Suburb,1951,264029.459047687
2736,4,2,Urban,1973,304680.342794995
2257,2,1,Suburb,1952,215360.779376822
2563,5,1,Urban,1994,259590.580138874
2034,4,2,Urban,1970,213274.401486669
1205,4,3,Rural,2001,137144.25755406
2702,5,2,Urban,1960,294821.369147597
1246,3,1,Suburb,2014,128792.257283653
2582,3,1,Suburb,1993,292861.363157335
1757,5,2,Suburb,1955,224912.515959611
2150,4,2,Urban,2020,171253.280827965
1146,2,1,Rural,2017,173374.289967036
1117,4,1,Rural,1957,163969.399801651
2934,2,1,Urban,1972,289028.124397481
2405,2,3,Rural,2002,246165.870139544
1411,4,3,Urban,2011,168690.52314099
2687,4,1,Urban,2000,360746.917858722
2607,4,1,Suburb,1963,296272.151054989
1362,2,2,Suburb,2004,244636.250903758
2532,3,1,Rural,1982,245702.723834919
1136,2,3,Urban,1954,110127.995486198
2198,2,1,Urban,1955,236273.652281193
2312,2,3,Rural,1994,207899.735966827
1957,5,2,Urban,1964,216292.932713648
2504,3,3,Urban,2010,242087.443294354
1018,2,2,Urban,2002,186445.331122364
1194,2,3,Suburb,2002,152881.363704944
1329,5,3,Urban,2006,102460.503292119
2959,2,3,Rural,2016,270778.403567728
1174,3,3,Urban,1963,149636.692724031
2001,2,3,Urban,1970,186321.989693358
1448,3,2,Rural,2015,187703.570083458
2948,3,1,Suburb,1998,327990.611000666
1945,4,2,Rural,1969,148002.52617692
2377,5,1,Rural,1967,261583.919681292
2522,5,2,Urban,2001,312479.874540427
1140,5,3,Rural,1966,189801.401701373
1757,4,1,Suburb,1962,179437.042046678
2920,4,1,Rural,1976,327725.473630328
1929,3,2,Urban,1955,200868.764386758
1092,5,1,Urban,1984,138278.083589202
2967,4,3,Rural,1967,324465.596418353
1238,4,1,Suburb,1983,183733.050263171
